instScreen.started,instScreen.stopped,SubID,Gender,Age,Phase(1=Action Segmentation; 2=Action Naming; 3=Goal Segmentation; 4=Goal Naming),Movie(0/1/2),Exp Name,frameRate,
71.79123930097558,79.19619346098625,,,,,,,,
