instScreen.started,instScreen.stopped,recall_text.started,recall_text.stopped,endScreen.started,endScreen.stopped,SubID,Gender,Age,Phase,Movie,SubID,Gender,Age,Phase(1=Action Segmentation; 2=Action Naming; 3=Goal Segmentation; 4=Goal Naming),Movie(0/1/2),Exp Name,
11.75480477900419,12.233714845999202,21.267710166001052,1560.6090527880006,1564.508176620002,1566.3722422850042,2,f,19,2,0,2,f,19,,,,
