instScreen.started,instScreen.stopped,play_ft,segmentation.start,segmentation.end,SubID,Gender,Age,Phase(1=Action Segmentation; 2=Action Naming; 3=Goal Segmentation; 4=Goal Naming),Movie(0/1/2),Exp Name,frameRate,
13.341408214000694,14.404600832996948,428.0275999999901,14.460101871001825,5177.883590937003,,,,,,,,
