instScreen.started,instScreen.stopped,play_ft,segmentation.start,segmentation.end,SubID,Gender,Age,Phase(1=Action Segmentation; 2=Action Naming; 3=Goal Segmentation; 4=Goal Naming),Movie(0/1/2),Exp Name,frameRate,
22.76039769826457,23.668058844283223,45.57886666666581,23.726246875245124,469.5509115490131,,,,,,,,
